,Text,Text_tok,Gold_iob
16170,"If you were standing at sea level, the amount of force would be equal to 10.14 newtons per square centimeter (14.7 pounds per square inch).","['If', 'you', 'were', 'standing', 'at', 'sea', 'level', ',', 'the', 'amount', 'of', 'force', 'would', 'be', 'equal', 'to', '10.14', 'newtons', 'per', 'square', 'centimeter', '(', '14.7', 'pounds', 'per', 'square', 'inch', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O']"
22295,Cephalopods include the octopus and squid.,"['Cephalopods', 'include', 'the', 'octopus', 'and', 'squid', '.']","['B', 'O', 'B', 'I', 'I', 'I', 'O']"
17412,Susan is sneezing and has itchy eyes.,"['Susan', 'is', 'sneezing', 'and', 'has', 'itchy', 'eyes', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17136,"In particular, the solute generally lowers the freezing point of the solvent, which is called freezing point depression, and raises the boiling point of the solvent, which is called boiling point elevation.","['In', 'particular', ',', 'the', 'solute', 'generally', 'lowers', 'the', 'freezing', 'point', 'of', 'the', 'solvent', ',', 'which', 'is', 'called', 'freezing', 'point', 'depression', ',', 'and', 'raises', 'the', 'boiling', 'point', 'of', 'the', 'solvent', ',', 'which', 'is', 'called', 'boiling', 'point', 'elevation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
1528,They will be either homozygous dominant or heterozygous.,"['They', 'will', 'be', 'either', 'homozygous', 'dominant', 'or', 'heterozygous', '.']","['O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
26107,"When magma erupts onto Earths surface, it is known as lava, as Figure 3.17 shows.","['When', 'magma', 'erupts', 'onto', 'Earths', 'surface', ',', 'it', 'is', 'known', 'as', 'lava', ',', 'as', 'Figure', '3.17', 'shows', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']"
17456,"Sediments are deposited horizontally, so sedimentary rock layers are originally horizontal, as are some vol- canic rocks, such as ash falls.","['Sediments', 'are', 'deposited', 'horizontally', ',', 'so', 'sedimentary', 'rock', 'layers', 'are', 'originally', 'horizontal', ',', 'as', 'are', 'some', 'vol-', 'canic', 'rocks', ',', 'such', 'as', 'ash', 'falls', '.']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
24274,"In his book he said that around 300 million years ago the continents had all been joined into a single landmass he called Pangaea, meaning all earth in ancient Greek.","['In', 'his', 'book', 'he', 'said', 'that', 'around', '300', 'million', 'years', 'ago', 'the', 'continents', 'had', 'all', 'been', 'joined', 'into', 'a', 'single', 'landmass', 'he', 'called', 'Pangaea', ',', 'meaning', 'all', 'earth', 'in', 'ancient', 'Greek', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18260,The head of the sperm contains the nucleus.,"['The', 'head', 'of', 'the', 'sperm', 'contains', 'the', 'nucleus', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
7017,"Remember that cellular respiration converts the glucose in the food you eat into ATP, or cellular energy.","['Remember', 'that', 'cellular', 'respiration', 'converts', 'the', 'glucose', 'in', 'the', 'food', 'you', 'eat', 'into', 'ATP', ',', 'or', 'cellular', 'energy', '.']","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8383,"When there is just one atom of an element in a molecule, no subscript is used.","['When', 'there', 'is', 'just', 'one', 'atom', 'of', 'an', 'element', 'in', 'a', 'molecule', ',', 'no', 'subscript', 'is', 'used', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
14177,Minerals form in a variety of ways: crystallization from magma precipitation from ions in solution biological activity a change to a more stable state as in metamorphism precipitation from vapor  Imagine a rock that becomes so hot it melts.,"['Minerals', 'form', 'in', 'a', 'variety', 'of', 'ways', ':', 'crystallization', 'from', 'magma', 'precipitation', 'from', 'ions', 'in', 'solution', 'biological', 'activity', 'a', 'change', 'to', 'a', 'more', 'stable', 'state', 'as', 'in', 'metamorphism', 'precipitation', 'from', 'vapor', 'Imagine', 'a', 'rock', 'that', 'becomes', 'so', 'hot', 'it', 'melts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21692,"Despite its very short years, Mercury has very long days.","['Despite', 'its', 'very', 'short', 'years', ',', 'Mercury', 'has', 'very', 'long', 'days', '.']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17496,Club moss is also used to treat kidney ailments and digestive problems.,"['Club', 'moss', 'is', 'also', 'used', 'to', 'treat', 'kidney', 'ailments', 'and', 'digestive', 'problems', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21886,"Dalton determined that a given compound always consists of the same elements in exactly the same proportions, no matter how small the sample of the compound.","['Dalton', 'determined', 'that', 'a', 'given', 'compound', 'always', 'consists', 'of', 'the', 'same', 'elements', 'in', 'exactly', 'the', 'same', 'proportions', ',', 'no', 'matter', 'how', 'small', 'the', 'sample', 'of', 'the', 'compound', '.']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
7213,"In most chordates, however, they are only present during the embryonic stages and serve no apparent purpose.","['In', 'most', 'chordates', ',', 'however', ',', 'they', 'are', 'only', 'present', 'during', 'the', 'embryonic', 'stages', 'and', 'serve', 'no', 'apparent', 'purpose', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
23635,The edges of the Pacific Plate are a long subduction boundary.,"['The', 'edges', 'of', 'the', 'Pacific', 'Plate', 'are', 'a', 'long', 'subduction', 'boundary', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
9521,The tar is too thick to pump and so tar sands are strip-mined.,"['The', 'tar', 'is', 'too', 'thick', 'to', 'pump', 'and', 'so', 'tar', 'sands', 'are', 'strip', '-', 'mined', '.']","['O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14484,"During adulthood, estrogen is needed for a woman to release eggs.","['During', 'adulthood', ',', 'estrogen', 'is', 'needed', 'for', 'a', 'woman', 'to', 'release', 'eggs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
9328,"However, when scientists compared the DNA of the two prokaryotes, they found that there were distinct differences.","['However', ',', 'when', 'scientists', 'compared', 'the', 'DNA', 'of', 'the', 'two', 'prokaryotes', ',', 'they', 'found', 'that', 'there', 'were', 'distinct', 'differences', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
4442,Direction is just as important as distance in describing motion.,"['Direction', 'is', 'just', 'as', 'important', 'as', 'distance', 'in', 'describing', 'motion', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17876,"Another example of a chromosomal disorder is Klinefelter syndrome, in which a male inherits an extra X chromosome.","['Another', 'example', 'of', 'a', 'chromosomal', 'disorder', 'is', 'Klinefelter', 'syndrome', ',', 'in', 'which', 'a', 'male', 'inherits', 'an', 'extra', 'X', 'chromosome', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
20609,"The lithosphere is composed of both the crust and the portion of the upper mantle that behaves as a brittle, rigid solid.","['The', 'lithosphere', 'is', 'composed', 'of', 'both', 'the', 'crust', 'and', 'the', 'portion', 'of', 'the', 'upper', 'mantle', 'that', 'behaves', 'as', 'a', 'brittle', ',', 'rigid', 'solid', '.']","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']"
15266,"Sunlight only penetrates the sea surface to a depth of about 200 m, creating the photic zone (""photic"" means light).","['Sunlight', 'only', 'penetrates', 'the', 'sea', 'surface', 'to', 'a', 'depth', 'of', 'about', '200', 'm', ',', 'creating', 'the', 'photic', 'zone', '(', '""', 'photic', '""', 'means', 'light', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1686,"For example, when a population is made up of mostly young organisms and the birth rate is high, the population is growing.","['For', 'example', ',', 'when', 'a', 'population', 'is', 'made', 'up', 'of', 'mostly', 'young', 'organisms', 'and', 'the', 'birth', 'rate', 'is', 'high', ',', 'the', 'population', 'is', 'growing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
7531,"This estimate was a blow to geologists and supporters of Charles Darwins theory of evolution, which required an older Earth to provide time for geological and evolutionary processes to take place.","['This', 'estimate', 'was', 'a', 'blow', 'to', 'geologists', 'and', 'supporters', 'of', 'Charles', 'Darwins', 'theory', 'of', 'evolution', ',', 'which', 'required', 'an', 'older', 'Earth', 'to', 'provide', 'time', 'for', 'geological', 'and', 'evolutionary', 'processes', 'to', 'take', 'place', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']"
18917,One orbit of the solar system takes about 225 to 250 million years.,"['One', 'orbit', 'of', 'the', 'solar', 'system', 'takes', 'about', '225', 'to', '250', 'million', 'years', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O']"
13502,"Some animals follow landmarks, such as rivers or coastlines.","['Some', 'animals', 'follow', 'landmarks', ',', 'such', 'as', 'rivers', 'or', 'coastlines', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
194,Atherosclerosis is an inflammation of the walls of arteries that causes swelling and a buildup of material called plaque.,"['Atherosclerosis', 'is', 'an', 'inflammation', 'of', 'the', 'walls', 'of', 'arteries', 'that', 'causes', 'swelling', 'and', 'a', 'buildup', 'of', 'material', 'called', 'plaque', '.']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O']"
26189,"Hummingbirds, sunbirds, and the honey-eaters are common pollinators.","['Hummingbirds', ',', 'sunbirds', ',', 'and', 'the', 'honey', '-', 'eaters', 'are', 'common', 'pollinators', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18370,This can occur either by the pull of a larger galaxy or by a collision with another galaxy.,"['This', 'can', 'occur', 'either', 'by', 'the', 'pull', 'of', 'a', 'larger', 'galaxy', 'or', 'by', 'a', 'collision', 'with', 'another', 'galaxy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
19138,"Light particles, called photons, can only travel a few millimeters before they hit another particle.","['Light', 'particles', ',', 'called', 'photons', ',', 'can', 'only', 'travel', 'a', 'few', 'millimeters', 'before', 'they', 'hit', 'another', 'particle', '.']","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10259,"Graphite is one of three forms of crystalline, or crystal-forming, carbon.","['Graphite', 'is', 'one', 'of', 'three', 'forms', 'of', 'crystalline', ',', 'or', 'crystal', '-', 'forming', ',', 'carbon', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11994,Granite is the most common intrusive igneous rock.,"['Granite', 'is', 'the', 'most', 'common', 'intrusive', 'igneous', 'rock', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10695,"Some annelids, such as earthworms, eat soil and extract organic material from it.","['Some', 'annelids', ',', 'such', 'as', 'earthworms', ',', 'eat', 'soil', 'and', 'extract', 'organic', 'material', 'from', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19370,Eventually the air molecules inside your ear suddenly move through a small tube in your ear to equalize the pressure.,"['Eventually', 'the', 'air', 'molecules', 'inside', 'your', 'ear', 'suddenly', 'move', 'through', 'a', 'small', 'tube', 'in', 'your', 'ear', 'to', 'equalize', 'the', 'pressure', '.']","['O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
15519,Two integers equals a 900-fold increase in released energy.,"['Two', 'integers', 'equals', 'a', '900', '-', 'fold', 'increase', 'in', 'released', 'energy', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']"
21023,"In a position-time graph, the velocity of the moving object is represented by the slope, or steepness, of the graph line.","['In', 'a', 'position', '-', 'time', 'graph', ',', 'the', 'velocity', 'of', 'the', 'moving', 'object', 'is', 'represented', 'by', 'the', 'slope', ',', 'or', 'steepness', ',', 'of', 'the', 'graph', 'line', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14066,"Scanning electron microscopes (SEM) allow scientists to find the shape and surface texture of extremely small objects, including a paperclip, a bedbug, or even an atom.","['Scanning', 'electron', 'microscopes', '(', 'SEM', ')', 'allow', 'scientists', 'to', 'find', 'the', 'shape', 'and', 'surface', 'texture', 'of', 'extremely', 'small', 'objects', ',', 'including', 'a', 'paperclip', ',', 'a', 'bedbug', ',', 'or', 'even', 'an', 'atom', '.']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
402,A chemical change occurs whenever matter changes into an entirely different substance with different chemical properties.,"['A', 'chemical', 'change', 'occurs', 'whenever', 'matter', 'changes', 'into', 'an', 'entirely', 'different', 'substance', 'with', 'different', 'chemical', 'properties', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15403,"RNA can also encode genetic instructions and carry it to daughter cells, such as DNA.","['RNA', 'can', 'also', 'encode', 'genetic', 'instructions', 'and', 'carry', 'it', 'to', 'daughter', 'cells', ',', 'such', 'as', 'DNA', '.']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']"
19663,Sympatric speciation occurs when groups from the same species stop mating because of something other than physical or geographic separation.,"['Sympatric', 'speciation', 'occurs', 'when', 'groups', 'from', 'the', 'same', 'species', 'stop', 'mating', 'because', 'of', 'something', 'other', 'than', 'physical', 'or', 'geographic', 'separation', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
23176,Lagomorphs include hares and rabbits.,"['Lagomorphs', 'include', 'hares', 'and', 'rabbits', '.']","['B', 'O', 'O', 'O', 'O', 'O']"
18595,"The Gulf Stream is a river of warm water in the Atlantic Ocean, about 160 kilometers wide and about a kilometer deep.","['The', 'Gulf', 'Stream', 'is', 'a', 'river', 'of', 'warm', 'water', 'in', 'the', 'Atlantic', 'Ocean', ',', 'about', '160', 'kilometers', 'wide', 'and', 'about', 'a', 'kilometer', 'deep', '.']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15521,"With the Richter scale, a single sharp jolt measures higher than a very long intense earthquake that releases more energy.","['With', 'the', 'Richter', 'scale', ',', 'a', 'single', 'sharp', 'jolt', 'measures', 'higher', 'than', 'a', 'very', 'long', 'intense', 'earthquake', 'that', 'releases', 'more', 'energy', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
6122,"For the past 1500 years, climate has been relatively mild and stable when compared with much of Earths history.","['For', 'the', 'past', '1500', 'years', ',', 'climate', 'has', 'been', 'relatively', 'mild', 'and', 'stable', 'when', 'compared', 'with', 'much', 'of', 'Earths', 'history', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11482,"Homo sapiens, our species, originated about 200,000 years ago in Africa.","['Homo', 'sapiens', ',', 'our', 'species', ',', 'originated', 'about', '200,000', 'years', 'ago', 'in', 'Africa', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
225,"If cardiac muscle is starved of oxygen for more than roughly five minutes, it will die.","['If', 'cardiac', 'muscle', 'is', 'starved', 'of', 'oxygen', 'for', 'more', 'than', 'roughly', 'five', 'minutes', ',', 'it', 'will', 'die', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']"
4290,"Like bacteria, archaeans are important decomposers.","['Like', 'bacteria', ',', 'archaeans', 'are', 'important', 'decomposers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
17537,"Upwelling brings cold, nutrient-rich waters from the deep sea.","['Upwelling', 'brings', 'cold', ',', 'nutrient', '-', 'rich', 'waters', 'from', 'the', 'deep', 'sea', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
18936,"The Moon makes no light of its own, but instead only reflects light from the Sun.","['The', 'Moon', 'makes', 'no', 'light', 'of', 'its', 'own', ',', 'but', 'instead', 'only', 'reflects', 'light', 'from', 'the', 'Sun', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O']"
4953,"More specifically, biodi- versity can be defined as the variety of life and its processes, including the variety of living organisms, the genetic differences among them, and the communities and ecosystems in which they occur.","['More', 'specifically', ',', 'biodi-', 'versity', 'can', 'be', 'defined', 'as', 'the', 'variety', 'of', 'life', 'and', 'its', 'processes', ',', 'including', 'the', 'variety', 'of', 'living', 'organisms', ',', 'the', 'genetic', 'differences', 'among', 'them', ',', 'and', 'the', 'communities', 'and', 'ecosystems', 'in', 'which', 'they', 'occur', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12960,"He envisioned the atom as being similar to a plum pudding, like the one pictured in the Figure 1.3mostly positive in charge (the pudding) with negative electrons (the plums) scattered through it.","['He', 'envisioned', 'the', 'atom', 'as', 'being', 'similar', 'to', 'a', 'plum', 'pudding', ',', 'like', 'the', 'one', 'pictured', 'in', 'the', 'Figure', '1.3mostly', 'positive', 'in', 'charge', '(', 'the', 'pudding', ')', 'with', 'negative', 'electrons', '(', 'the', 'plums', ')', 'scattered', 'through', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
